;FIG;Weinstock
3675;FIG|691.12.PEG.4411;BA890_RS18030
3676;FIG|691.12.PEG.4412;BA890_RS18035
3677;FIG|691.12.PEG.4413;BA890_RS18040
3678;FIG|691.12.PEG.4414;BA890_RS18045
3679;FIG|691.12.PEG.4415;BA890_RS18050
3680;FIG|691.12.PEG.4416;BA890_RS18060
3681;FIG|691.12.PEG.4417;BA890_RS18065
3682;FIG|691.12.PEG.4418;BA890_RS18070
3683;FIG|691.12.PEG.4419;BA890_RS18075
3684;FIG|691.12.PEG.442;BA890_RS10815
3685;FIG|691.12.PEG.4420;BA890_RS18080
3686;FIG|691.12.PEG.4422;BA890_RS18085
3687;FIG|691.12.PEG.4423;BA890_RS18090
3688;FIG|691.12.PEG.4424;BA890_RS18095
3689;FIG|691.12.PEG.4425;BA890_RS18100
3690;FIG|691.12.PEG.4426;BA890_RS18105
3691;FIG|691.12.PEG.4427;BA890_RS18110
3692;FIG|691.12.PEG.4428;BA890_RS18115
3693;FIG|691.12.PEG.4429;BA890_RS18120
3694;FIG|691.12.PEG.443;BA890_RS10810
3695;FIG|691.12.PEG.4430;BA890_RS18125
3696;FIG|691.12.PEG.4431;BA890_RS18130
3697;FIG|691.12.PEG.4432;BA890_RS18135
3698;FIG|691.12.PEG.4433;BA890_RS18140
3699;FIG|691.12.PEG.4434;BA890_RS18145
3700;FIG|691.12.PEG.4435;BA890_RS18150
3701;FIG|691.12.PEG.4437;BA890_RS18155
3702;FIG|691.12.PEG.4438;BA890_RS18160
3703;FIG|691.12.PEG.4439;BA890_RS18165
3704;FIG|691.12.PEG.444;BA890_RS10805
3705;FIG|691.12.PEG.4440;BA890_RS18170
3706;FIG|691.12.PEG.4441;BA890_RS18175
3707;FIG|691.12.PEG.4443;BA890_RS18180
3708;FIG|691.12.PEG.4444;BA890_RS18185
3709;FIG|691.12.PEG.4445;BA890_RS18190
3710;FIG|691.12.PEG.4446;BA890_RS18195
3711;FIG|691.12.PEG.4447;BA890_RS18200
3712;FIG|691.12.PEG.4449;BA890_RS18205
3713;FIG|691.12.PEG.445;BA890_RS10800
3714;FIG|691.12.PEG.4450;BA890_RS18210
3715;FIG|691.12.PEG.4451;BA890_RS18215
3716;FIG|691.12.PEG.4453;BA890_RS18220
3717;FIG|691.12.PEG.4454;BA890_RS18225
3718;FIG|691.12.PEG.4455;BA890_RS18230
3719;FIG|691.12.PEG.4456;BA890_RS18235
3720;FIG|691.12.PEG.4457;BA890_RS18240
3721;FIG|691.12.PEG.4458;BA890_RS18245
3722;FIG|691.12.PEG.4459;BA890_RS18250
3723;FIG|691.12.PEG.446;BA890_RS10795
3724;FIG|691.12.PEG.4461;BA890_RS18255
3725;FIG|691.12.PEG.4462;BA890_RS18260
3726;FIG|691.12.PEG.4463;BA890_RS18265
3727;FIG|691.12.PEG.4464;BA890_RS18270
3728;FIG|691.12.PEG.4465;BA890_RS18275
3729;FIG|691.12.PEG.4466;BA890_RS18280
3730;FIG|691.12.PEG.4467;BA890_RS18285
3731;FIG|691.12.PEG.4468;BA890_RS18290
3732;FIG|691.12.PEG.4469;BA890_RS23600
3733;FIG|691.12.PEG.447;BA890_RS10790
3734;FIG|691.12.PEG.4470;BA890_RS18295
3735;FIG|691.12.PEG.4471;BA890_RS18300
3736;FIG|691.12.PEG.4472;BA890_RS18305
3737;FIG|691.12.PEG.4473;BA890_RS18310
3738;FIG|691.12.PEG.4474;BA890_RS18315
3739;FIG|691.12.PEG.4475;BA890_RS18320
3740;FIG|691.12.PEG.4476;BA890_RS18325
3741;FIG|691.12.PEG.4478;BA890_RS18330
3742;FIG|691.12.PEG.4479;BA890_RS18335
3743;FIG|691.12.PEG.448;BA890_RS10785
3744;FIG|691.12.PEG.4480;BA890_RS18340
3745;FIG|691.12.PEG.4481;BA890_RS18345
3746;FIG|691.12.PEG.4482;BA890_RS18350
3747;FIG|691.12.PEG.4483;BA890_RS18355
3748;FIG|691.12.PEG.4484;BA890_RS18360
3749;FIG|691.12.PEG.4485;BA890_RS18365
3750;FIG|691.12.PEG.4486;BA890_RS18370
3751;FIG|691.12.PEG.4487;BA890_RS18375
3752;FIG|691.12.PEG.4488;BA890_RS18380
3753;FIG|691.12.PEG.4489;BA890_RS18385
3754;FIG|691.12.PEG.449;BA890_RS10780
3755;FIG|691.12.PEG.4490;BA890_RS18390
3756;FIG|691.12.PEG.4491;BA890_RS18395
3757;FIG|691.12.PEG.4492;BA890_RS18400
3758;FIG|691.12.PEG.4493;BA890_RS18405
3759;FIG|691.12.PEG.4494;BA890_RS18410
3760;FIG|691.12.PEG.4495;BA890_RS18415
3761;FIG|691.12.PEG.4496;BA890_RS18420
3762;FIG|691.12.PEG.4497;BA890_RS18425
3763;FIG|691.12.PEG.4498;BA890_RS18430
3764;FIG|691.12.PEG.4499;BA890_RS18435
3765;FIG|691.12.PEG.45;BA890_RS12950
3766;FIG|691.12.PEG.450;BA890_RS10775
3767;FIG|691.12.PEG.4501;BA890_RS18440
3768;FIG|691.12.PEG.4502;BA890_RS18445
3769;FIG|691.12.PEG.4503;BA890_RS18450
3770;FIG|691.12.PEG.4504;BA890_RS18455
3771;FIG|691.12.PEG.4505;BA890_RS18460
3772;FIG|691.12.PEG.4506;BA890_RS18465
3773;FIG|691.12.PEG.4507;BA890_RS18470
3774;FIG|691.12.PEG.4509;BA890_RS18475
3775;FIG|691.12.PEG.451;BA890_RS10770
3776;FIG|691.12.PEG.4510;BA890_RS18480
3777;FIG|691.12.PEG.4511;BA890_RS18485
3778;FIG|691.12.PEG.4512;BA890_RS18490
3779;FIG|691.12.PEG.4513;BA890_RS18495
3780;FIG|691.12.PEG.4514;BA890_RS18500
3781;FIG|691.12.PEG.4515;BA890_RS18505
3782;FIG|691.12.PEG.4516;BA890_RS18510
3783;FIG|691.12.PEG.4517;BA890_RS18515
3784;FIG|691.12.PEG.4518;BA890_RS18520
3785;FIG|691.12.PEG.4519;BA890_RS18525
3786;FIG|691.12.PEG.452;BA890_RS10765
3787;FIG|691.12.PEG.4520;BA890_RS18530
3788;FIG|691.12.PEG.4521;BA890_RS18535
3789;FIG|691.12.PEG.4522;BA890_RS18540
3790;FIG|691.12.PEG.4523;BA890_RS18545
3791;FIG|691.12.PEG.4524;BA890_RS18550
3792;FIG|691.12.PEG.4525;BA890_RS18555
3793;FIG|691.12.PEG.4526;BA890_RS18560
3794;FIG|691.12.PEG.4527;BA890_RS18565
3795;FIG|691.12.PEG.4528;BA890_RS18570
3796;FIG|691.12.PEG.4529;BA890_RS18575
3797;FIG|691.12.PEG.453;BA890_RS10760
3798;FIG|691.12.PEG.4530;BA890_RS18580
3799;FIG|691.12.PEG.4531;BA890_RS18585
3800;FIG|691.12.PEG.4532;BA890_RS18590
3801;FIG|691.12.PEG.4533;BA890_RS18595
3802;FIG|691.12.PEG.4534;BA890_RS18600
3803;FIG|691.12.PEG.4535;BA890_RS18605
3804;FIG|691.12.PEG.4536;BA890_RS18610
3805;FIG|691.12.PEG.4537;BA890_RS18615
3806;FIG|691.12.PEG.4538;BA890_RS18620
3807;FIG|691.12.PEG.4539;BA890_RS18625
3808;FIG|691.12.PEG.454;BA890_RS10755
3809;FIG|691.12.PEG.4540;BA890_RS18630
3810;FIG|691.12.PEG.4541;BA890_RS18635
3811;FIG|691.12.PEG.4542;BA890_RS18640
3812;FIG|691.12.PEG.4543;BA890_RS18645
3813;FIG|691.12.PEG.4544;BA890_RS18650
3814;FIG|691.12.PEG.4545;BA890_RS18655
3815;FIG|691.12.PEG.4546;BA890_RS18660
3816;FIG|691.12.PEG.4547;BA890_RS18665
3817;FIG|691.12.PEG.4548;BA890_RS18670
3818;FIG|691.12.PEG.4549;BA890_RS18675
3819;FIG|691.12.PEG.455;BA890_RS10750
3820;FIG|691.12.PEG.4550;BA890_RS18680
3821;FIG|691.12.PEG.4551;BA890_RS18685
3822;FIG|691.12.PEG.4552;BA890_RS18690
3823;FIG|691.12.PEG.4553;BA890_RS18695
3824;FIG|691.12.PEG.4554;BA890_RS18700
3825;FIG|691.12.PEG.4555;BA890_RS18705
3826;FIG|691.12.PEG.4556;BA890_RS18710
3827;FIG|691.12.PEG.4557;BA890_RS18715
3828;FIG|691.12.PEG.4558;BA890_RS18720
3829;FIG|691.12.PEG.4559;BA890_RS18725
3830;FIG|691.12.PEG.456;BA890_RS10745
3831;FIG|691.12.PEG.4560;BA890_RS18730
3832;FIG|691.12.PEG.4561;BA890_RS18735
3833;FIG|691.12.PEG.4562;BA890_RS18740
3834;FIG|691.12.PEG.4563;BA890_RS18745
3835;FIG|691.12.PEG.4564;BA890_RS18750
3836;FIG|691.12.PEG.4565;BA890_RS18755
3837;FIG|691.12.PEG.4566;BA890_RS18760
3838;FIG|691.12.PEG.4567;BA890_RS18765
3839;FIG|691.12.PEG.4568;BA890_RS18770
3840;FIG|691.12.PEG.4569;BA890_RS18775
3841;FIG|691.12.PEG.457;BA890_RS10740
3842;FIG|691.12.PEG.4570;BA890_RS18780
3843;FIG|691.12.PEG.4571;BA890_RS18785
3844;FIG|691.12.PEG.4572;BA890_RS18790
3845;FIG|691.12.PEG.4573;BA890_RS18795
3846;FIG|691.12.PEG.4574;BA890_RS18800
3847;FIG|691.12.PEG.4575;BA890_RS18805
3848;FIG|691.12.PEG.4576;BA890_RS18810
3849;FIG|691.12.PEG.4577;BA890_RS18815
3850;FIG|691.12.PEG.4578;BA890_RS18820
3851;FIG|691.12.PEG.458;BA890_RS10735
3852;FIG|691.12.PEG.459;BA890_RS10730
3853;FIG|691.12.PEG.46;BA890_RS12945
3854;FIG|691.12.PEG.460;BA890_RS10725
3855;FIG|691.12.PEG.461;BA890_RS10720
3856;FIG|691.12.PEG.462;BA890_RS10715
3857;FIG|691.12.PEG.463;BA890_RS10710
3858;FIG|691.12.PEG.464;BA890_RS10705
3859;FIG|691.12.PEG.465;BA890_RS10695
3860;FIG|691.12.PEG.466;BA890_RS10690
3861;FIG|691.12.PEG.467;BA890_RS10685
3862;FIG|691.12.PEG.468;BA890_RS10680
3863;FIG|691.12.PEG.469;BA890_RS10675
3864;FIG|691.12.PEG.47;BA890_RS12940
3865;FIG|691.12.PEG.470;BA890_RS10670
3866;FIG|691.12.PEG.471;BA890_RS10665
3867;FIG|691.12.PEG.472;BA890_RS10660
3868;FIG|691.12.PEG.473;BA890_RS10655
3869;FIG|691.12.PEG.474;BA890_RS10650
3870;FIG|691.12.PEG.475;BA890_RS10645
3871;FIG|691.12.PEG.476;BA890_RS10640
3872;FIG|691.12.PEG.477;BA890_RS10635
3873;FIG|691.12.PEG.478;BA890_RS10630
3874;FIG|691.12.PEG.479;BA890_RS10625
3875;FIG|691.12.PEG.48;BA890_RS12935
3876;FIG|691.12.PEG.480;BA890_RS10620
3877;FIG|691.12.PEG.481;BA890_RS10615
3878;FIG|691.12.PEG.482;BA890_RS10610
3879;FIG|691.12.PEG.483;BA890_RS10605
3880;FIG|691.12.PEG.484;BA890_RS10600
3881;FIG|691.12.PEG.485;BA890_RS10595
3882;FIG|691.12.PEG.486;BA890_RS10590
3883;FIG|691.12.PEG.487;BA890_RS10585
3884;FIG|691.12.PEG.488;BA890_RS10580
3885;FIG|691.12.PEG.489;BA890_RS10575
3886;FIG|691.12.PEG.49;BA890_RS12930
3887;FIG|691.12.PEG.490;BA890_RS10570
3888;FIG|691.12.PEG.491;BA890_RS10565
3889;FIG|691.12.PEG.492;BA890_RS10560
3890;FIG|691.12.PEG.493;BA890_RS10555
3891;FIG|691.12.PEG.494;BA890_RS10550
3892;FIG|691.12.PEG.495;BA890_RS10545
3893;FIG|691.12.PEG.496;BA890_RS10540
3894;FIG|691.12.PEG.497;BA890_RS10535
3895;FIG|691.12.PEG.498;BA890_RS10530
3896;FIG|691.12.PEG.499;BA890_RS10525
3897;FIG|691.12.PEG.5;BA890_RS14080
3898;FIG|691.12.PEG.50;BA890_RS12925
3899;FIG|691.12.PEG.500;BA890_RS10520
3900;FIG|691.12.PEG.501;BA890_RS10515
3901;FIG|691.12.PEG.502;BA890_RS10510
3902;FIG|691.12.PEG.503;BA890_RS10505
3903;FIG|691.12.PEG.504;BA890_RS10500
3904;FIG|691.12.PEG.505;BA890_RS10495
3905;FIG|691.12.PEG.506;BA890_RS10490
3906;FIG|691.12.PEG.507;BA890_RS10485
3907;FIG|691.12.PEG.508;BA890_RS10480
3908;FIG|691.12.PEG.509;BA890_RS10475
3909;FIG|691.12.PEG.51;BA890_RS12920
3910;FIG|691.12.PEG.510;BA890_RS10470
3911;FIG|691.12.PEG.511;BA890_RS10465
3912;FIG|691.12.PEG.512;BA890_RS10460
3913;FIG|691.12.PEG.513;BA890_RS10455
3914;FIG|691.12.PEG.514;BA890_RS10450
3915;FIG|691.12.PEG.515;BA890_RS10445
3916;FIG|691.12.PEG.516;BA890_RS10440
3917;FIG|691.12.PEG.517;BA890_RS10435
3918;FIG|691.12.PEG.518;BA890_RS10430
3919;FIG|691.12.PEG.519;BA890_RS10425
3920;FIG|691.12.PEG.52;BA890_RS12915
3921;FIG|691.12.PEG.520;BA890_RS10420
3922;FIG|691.12.PEG.521;BA890_RS10415
3923;FIG|691.12.PEG.522;BA890_RS10410
3924;FIG|691.12.PEG.523;BA890_RS10405
3925;FIG|691.12.PEG.524;BA890_RS10400
3926;FIG|691.12.PEG.525;BA890_RS10395
3927;FIG|691.12.PEG.526;BA890_RS10390
3928;FIG|691.12.PEG.527;BA890_RS10385
3929;FIG|691.12.PEG.528;BA890_RS10380
3930;FIG|691.12.PEG.529;BA890_RS10375
3931;FIG|691.12.PEG.53;BA890_RS12910
3932;FIG|691.12.PEG.530;BA890_RS10370
3933;FIG|691.12.PEG.531;BA890_RS10365
3934;FIG|691.12.PEG.532;BA890_RS10360
3935;FIG|691.12.PEG.533;BA890_RS10355
3936;FIG|691.12.PEG.534;BA890_RS10350
3937;FIG|691.12.PEG.535;BA890_RS10345
3938;FIG|691.12.PEG.536;BA890_RS10340
3939;FIG|691.12.PEG.537;BA890_RS10335
3940;FIG|691.12.PEG.538;BA890_RS10330
3941;FIG|691.12.PEG.54;BA890_RS12905
3942;FIG|691.12.PEG.540;BA890_RS10325
3943;FIG|691.12.PEG.541;BA890_RS10320
3944;FIG|691.12.PEG.542;BA890_RS10315
3945;FIG|691.12.PEG.543;BA890_RS10310
3946;FIG|691.12.PEG.544;BA890_RS10305
3947;FIG|691.12.PEG.545;BA890_RS10300
3948;FIG|691.12.PEG.546;BA890_RS10295
3949;FIG|691.12.PEG.547;BA890_RS10290
3950;FIG|691.12.PEG.548;BA890_RS10285
3951;FIG|691.12.PEG.549;BA890_RS10280
3952;FIG|691.12.PEG.55;BA890_RS12895
3953;FIG|691.12.PEG.550;BA890_RS10275
3954;FIG|691.12.PEG.551;BA890_RS10270
3955;FIG|691.12.PEG.552;BA890_RS10265
3956;FIG|691.12.PEG.553;BA890_RS10260
3957;FIG|691.12.PEG.554;BA890_RS10255
3958;FIG|691.12.PEG.555;BA890_RS10250
3959;FIG|691.12.PEG.556;BA890_RS10245
3960;FIG|691.12.PEG.557;BA890_RS10240
3961;FIG|691.12.PEG.558;BA890_RS10235
3962;FIG|691.12.PEG.559;BA890_RS10230
3963;FIG|691.12.PEG.56;BA890_RS12890
3964;FIG|691.12.PEG.560;BA890_RS10225
3965;FIG|691.12.PEG.561;BA890_RS10220
3966;FIG|691.12.PEG.562;BA890_RS10215
3967;FIG|691.12.PEG.563;BA890_RS10210
3968;FIG|691.12.PEG.564;BA890_RS10205
3969;FIG|691.12.PEG.565;BA890_RS10200
3970;FIG|691.12.PEG.566;BA890_RS10195
3971;FIG|691.12.PEG.567;BA890_RS10190
3972;FIG|691.12.PEG.568;BA890_RS10185
3973;FIG|691.12.PEG.569;BA890_RS10180
3974;FIG|691.12.PEG.57;BA890_RS12885
3975;FIG|691.12.PEG.570;BA890_RS10175
3976;FIG|691.12.PEG.571;BA890_RS10170
3977;FIG|691.12.PEG.572;BA890_RS10165
3978;FIG|691.12.PEG.573;BA890_RS10160
3979;FIG|691.12.PEG.574;BA890_RS10155
3980;FIG|691.12.PEG.575;BA890_RS10150
3981;FIG|691.12.PEG.576;BA890_RS10140
3982;FIG|691.12.PEG.577;BA890_RS10135
3983;FIG|691.12.PEG.578;BA890_RS10130
3984;FIG|691.12.PEG.579;BA890_RS10125
3985;FIG|691.12.PEG.58;BA890_RS12880
3986;FIG|691.12.PEG.580;BA890_RS10120
3987;FIG|691.12.PEG.581;BA890_RS10115
3988;FIG|691.12.PEG.582;BA890_RS10110
3989;FIG|691.12.PEG.583;BA890_RS10105
3990;FIG|691.12.PEG.584;BA890_RS10100
3991;FIG|691.12.PEG.585;BA890_RS10095
3992;FIG|691.12.PEG.586;BA890_RS10090
3993;FIG|691.12.PEG.587;BA890_RS10085
3994;FIG|691.12.PEG.588;BA890_RS10080
3995;FIG|691.12.PEG.589;BA890_RS10075
3996;FIG|691.12.PEG.59;BA890_RS12875
3997;FIG|691.12.PEG.590;BA890_RS10070
3998;FIG|691.12.PEG.591;BA890_RS10065
3999;FIG|691.12.PEG.592;BA890_RS10060
4000;FIG|691.12.PEG.593;BA890_RS10055
4001;FIG|691.12.PEG.594;BA890_RS10050
4002;FIG|691.12.PEG.595;BA890_RS10045
4003;FIG|691.12.PEG.596;BA890_RS10040
4004;FIG|691.12.PEG.597;BA890_RS10035
4005;FIG|691.12.PEG.598;BA890_RS10030
4006;FIG|691.12.PEG.599;BA890_RS10025
4007;FIG|691.12.PEG.6;BA890_RS14055
4008;FIG|691.12.PEG.60;BA890_RS12870
4009;FIG|691.12.PEG.600;BA890_RS10020
4010;FIG|691.12.PEG.601;BA890_RS10015
4011;FIG|691.12.PEG.602;BA890_RS10010
4012;FIG|691.12.PEG.603;BA890_RS10000
4013;FIG|691.12.PEG.604;BA890_RS09995
4014;FIG|691.12.PEG.605;BA890_RS09990
4015;FIG|691.12.PEG.606;BA890_RS09985
4016;FIG|691.12.PEG.607;BA890_RS09980
4017;FIG|691.12.PEG.608;BA890_RS09975
4018;FIG|691.12.PEG.609;BA890_RS09970
4019;FIG|691.12.PEG.61;BA890_RS12865
4020;FIG|691.12.PEG.610;BA890_RS09965
4021;FIG|691.12.PEG.611;BA890_RS09960
4022;FIG|691.12.PEG.612;BA890_RS09955
4023;FIG|691.12.PEG.613;BA890_RS09950
4024;FIG|691.12.PEG.614;BA890_RS09945
4025;FIG|691.12.PEG.615;BA890_RS09940
4026;FIG|691.12.PEG.616;BA890_RS09935
4027;FIG|691.12.PEG.617;BA890_RS09930
4028;FIG|691.12.PEG.618;BA890_RS09925
4029;FIG|691.12.PEG.619;BA890_RS09920
4030;FIG|691.12.PEG.62;BA890_RS12860
4031;FIG|691.12.PEG.620;BA890_RS09915
4032;FIG|691.12.PEG.621;BA890_RS09910
4033;FIG|691.12.PEG.622;BA890_RS09905
4034;FIG|691.12.PEG.623;BA890_RS09900
4035;FIG|691.12.PEG.624;BA890_RS09895
4036;FIG|691.12.PEG.625;BA890_RS09890
4037;FIG|691.12.PEG.626;BA890_RS09885
4038;FIG|691.12.PEG.627;BA890_RS09880
4039;FIG|691.12.PEG.628;BA890_RS09875
4040;FIG|691.12.PEG.629;BA890_RS09870
4041;FIG|691.12.PEG.63;BA890_RS12855
4042;FIG|691.12.PEG.630;BA890_RS09865
4043;FIG|691.12.PEG.631;BA890_RS09860
4044;FIG|691.12.PEG.632;BA890_RS09855
4045;FIG|691.12.PEG.633;BA890_RS09850
4046;FIG|691.12.PEG.634;BA890_RS09845
4047;FIG|691.12.PEG.635;BA890_RS09840
4048;FIG|691.12.PEG.636;BA890_RS09835
4049;FIG|691.12.PEG.637;BA890_RS09830
4050;FIG|691.12.PEG.638;BA890_RS09825
4051;FIG|691.12.PEG.639;BA890_RS09820
4052;FIG|691.12.PEG.64;BA890_RS12850
4053;FIG|691.12.PEG.640;BA890_RS09815
4054;FIG|691.12.PEG.641;BA890_RS09810
4055;FIG|691.12.PEG.642;BA890_RS09805
4056;FIG|691.12.PEG.643;BA890_RS09800
4057;FIG|691.12.PEG.644;BA890_RS09795
4058;FIG|691.12.PEG.645;BA890_RS09790
4059;FIG|691.12.PEG.646;BA890_RS09785
4060;FIG|691.12.PEG.647;BA890_RS09780
4061;FIG|691.12.PEG.648;BA890_RS09775
4062;FIG|691.12.PEG.649;BA890_RS09770
4063;FIG|691.12.PEG.65;BA890_RS12845
4064;FIG|691.12.PEG.650;BA890_RS09765
4065;FIG|691.12.PEG.652;BA890_RS09760
4066;FIG|691.12.PEG.653;BA890_RS09755
4067;FIG|691.12.PEG.654;BA890_RS09750
4068;FIG|691.12.PEG.655;BA890_RS09745
4069;FIG|691.12.PEG.656;BA890_RS09740
4070;FIG|691.12.PEG.657;BA890_RS09735
4071;FIG|691.12.PEG.658;BA890_RS09725
4072;FIG|691.12.PEG.659;BA890_RS09720
4073;FIG|691.12.PEG.66;BA890_RS12840
4074;FIG|691.12.PEG.660;BA890_RS09715
4075;FIG|691.12.PEG.661;BA890_RS09710
4076;FIG|691.12.PEG.663;BA890_RS09705
4077;FIG|691.12.PEG.664;BA890_RS09700
4078;FIG|691.12.PEG.665;BA890_RS09695
4079;FIG|691.12.PEG.666;BA890_RS09690
4080;FIG|691.12.PEG.667;BA890_RS09685
4081;FIG|691.12.PEG.668;BA890_RS09680
4082;FIG|691.12.PEG.669;BA890_RS09675
4083;FIG|691.12.PEG.67;BA890_RS12835
4084;FIG|691.12.PEG.670;BA890_RS09670
4085;FIG|691.12.PEG.671;BA890_RS09665
4086;FIG|691.12.PEG.672;BA890_RS09660
4087;FIG|691.12.PEG.673;BA890_RS09655
4088;FIG|691.12.PEG.674;BA890_RS09650
4089;FIG|691.12.PEG.675;BA890_RS09645
4090;FIG|691.12.PEG.676;BA890_RS09640
4091;FIG|691.12.PEG.677;BA890_RS09635
4092;FIG|691.12.PEG.678;BA890_RS09630
4093;FIG|691.12.PEG.679;BA890_RS09625
4094;FIG|691.12.PEG.68;BA890_RS12830
4095;FIG|691.12.PEG.680;BA890_RS09620
4096;FIG|691.12.PEG.681;BA890_RS09615
4097;FIG|691.12.PEG.682;BA890_RS09610
4098;FIG|691.12.PEG.683;BA890_RS09605
4099;FIG|691.12.PEG.684;BA890_RS09600
4100;FIG|691.12.PEG.685;BA890_RS09595
4101;FIG|691.12.PEG.686;BA890_RS09590
4102;FIG|691.12.PEG.687;BA890_RS09585
4103;FIG|691.12.PEG.688;BA890_RS09580
4104;FIG|691.12.PEG.689;BA890_RS09575
4105;FIG|691.12.PEG.69;BA890_RS12825
4106;FIG|691.12.PEG.690;BA890_RS09570
4107;FIG|691.12.PEG.691;BA890_RS09565
4108;FIG|691.12.PEG.692;BA890_RS09560
4109;FIG|691.12.PEG.693;BA890_RS09555
4110;FIG|691.12.PEG.694;BA890_RS09550
4111;FIG|691.12.PEG.695;BA890_RS09545
4112;FIG|691.12.PEG.696;BA890_RS09540
4113;FIG|691.12.PEG.697;BA890_RS09535
4114;FIG|691.12.PEG.698;BA890_RS09530
4115;FIG|691.12.PEG.699;BA890_RS09525
4116;FIG|691.12.PEG.7;BA890_RS14050
4117;FIG|691.12.PEG.70;BA890_RS12820
4118;FIG|691.12.PEG.700;BA890_RS09520
4119;FIG|691.12.PEG.701;BA890_RS09515
4120;FIG|691.12.PEG.702;BA890_RS09510
4121;FIG|691.12.PEG.703;BA890_RS09505
4122;FIG|691.12.PEG.704;BA890_RS09500
4123;FIG|691.12.PEG.705;BA890_RS09495
4124;FIG|691.12.PEG.706;BA890_RS09490
4125;FIG|691.12.PEG.707;BA890_RS09485
4126;FIG|691.12.PEG.708;BA890_RS09480
4127;FIG|691.12.PEG.709;BA890_RS09475
4128;FIG|691.12.PEG.71;BA890_RS12815
4129;FIG|691.12.PEG.710;BA890_RS09470
4130;FIG|691.12.PEG.711;BA890_RS09465
4131;FIG|691.12.PEG.712;BA890_RS09460
4132;FIG|691.12.PEG.713;BA890_RS09455
4133;FIG|691.12.PEG.714;BA890_RS09450
4134;FIG|691.12.PEG.715;BA890_RS09445
4135;FIG|691.12.PEG.716;BA890_RS09440
4136;FIG|691.12.PEG.717;BA890_RS09435
4137;FIG|691.12.PEG.718;BA890_RS09430
4138;FIG|691.12.PEG.719;BA890_RS09425
4139;FIG|691.12.PEG.72;BA890_RS12810
4140;FIG|691.12.PEG.720;BA890_RS09420
4141;FIG|691.12.PEG.721;BA890_RS09415
4142;FIG|691.12.PEG.722;BA890_RS09410
4143;FIG|691.12.PEG.723;BA890_RS09405
4144;FIG|691.12.PEG.724;BA890_RS09395
4145;FIG|691.12.PEG.725;BA890_RS09390
4146;FIG|691.12.PEG.726;BA890_RS09385
4147;FIG|691.12.PEG.727;BA890_RS09380
4148;FIG|691.12.PEG.728;BA890_RS09375
4149;FIG|691.12.PEG.729;BA890_RS09370
4150;FIG|691.12.PEG.73;BA890_RS12805
4151;FIG|691.12.PEG.730;BA890_RS09365
4152;FIG|691.12.PEG.731;BA890_RS09360
4153;FIG|691.12.PEG.732;BA890_RS09355
4154;FIG|691.12.PEG.733;BA890_RS09350
4155;FIG|691.12.PEG.734;BA890_RS09345
4156;FIG|691.12.PEG.735;BA890_RS09340
4157;FIG|691.12.PEG.736;BA890_RS09335
4158;FIG|691.12.PEG.737;BA890_RS09330
4159;FIG|691.12.PEG.739;BA890_RS09325
4160;FIG|691.12.PEG.74;BA890_RS12800
4161;FIG|691.12.PEG.740;BA890_RS09320
4162;FIG|691.12.PEG.741;BA890_RS09315
4163;FIG|691.12.PEG.742;BA890_RS09310
4164;FIG|691.12.PEG.744;BA890_RS09305
4165;FIG|691.12.PEG.745;BA890_RS09300
4166;FIG|691.12.PEG.746;BA890_RS09295
4167;FIG|691.12.PEG.747;BA890_RS09270
4168;FIG|691.12.PEG.748;BA890_RS09265
4169;FIG|691.12.PEG.749;BA890_RS09260
4170;FIG|691.12.PEG.75;BA890_RS12795
4171;FIG|691.12.PEG.750;BA890_RS09255
4172;FIG|691.12.PEG.751;BA890_RS09250
4173;FIG|691.12.PEG.752;BA890_RS09245
4174;FIG|691.12.PEG.753;BA890_RS09240
4175;FIG|691.12.PEG.754;BA890_RS09235
4176;FIG|691.12.PEG.755;BA890_RS09230
4177;FIG|691.12.PEG.756;BA890_RS09225
4178;FIG|691.12.PEG.757;BA890_RS09220
4179;FIG|691.12.PEG.758;BA890_RS09215
4180;FIG|691.12.PEG.759;BA890_RS09210
4181;FIG|691.12.PEG.76;BA890_RS12790
4182;FIG|691.12.PEG.760;BA890_RS09205
4183;FIG|691.12.PEG.762;BA890_RS09200
4184;FIG|691.12.PEG.763;BA890_RS09195
4185;FIG|691.12.PEG.764;BA890_RS09190
4186;FIG|691.12.PEG.765;BA890_RS09185
4187;FIG|691.12.PEG.767;BA890_RS09180
4188;FIG|691.12.PEG.768;BA890_RS09175
4189;FIG|691.12.PEG.769;BA890_RS09170
4190;FIG|691.12.PEG.77;BA890_RS12785
4191;FIG|691.12.PEG.770;BA890_RS09165
4192;FIG|691.12.PEG.771;BA890_RS09160
4193;FIG|691.12.PEG.772;BA890_RS09155
4194;FIG|691.12.PEG.773;BA890_RS09150
4195;FIG|691.12.PEG.774;BA890_RS09145
4196;FIG|691.12.PEG.775;BA890_RS09140
4197;FIG|691.12.PEG.776;BA890_RS09135
4198;FIG|691.12.PEG.777;BA890_RS09130
4199;FIG|691.12.PEG.778;BA890_RS09125
4200;FIG|691.12.PEG.78;BA890_RS12780
4201;FIG|691.12.PEG.780;BA890_RS09120
4202;FIG|691.12.PEG.781;BA890_RS09115
4203;FIG|691.12.PEG.782;BA890_RS09110
4204;FIG|691.12.PEG.783;BA890_RS09105
4205;FIG|691.12.PEG.784;BA890_RS09100
