,FIG,NCBI_protein_ID,NCBI_chr,NCBI_locus,NCBI_protein_desc,NCBI_location
3589,FIG|691.12.PEG.3721,ALR18065.1,CP009978.1,PN96_19130,membrane protein,957717..957839
3590,FIG|691.12.PEG.3722,ALR18066.1,CP009978.1,PN96_19135,peroxiredoxin,957921..958388
3591,FIG|691.12.PEG.3723,ALR18067.1,CP009978.1,PN96_19140,hypothetical protein,958568..959578
3592,FIG|691.12.PEG.3724,ALR18068.1,CP009978.1,PN96_19145,sterol desaturase,959586..960446
3593,FIG|691.12.PEG.3725,ALR18878.1,CP009978.1,PN96_19150,transcriptional regulator NarL,complement(960623..961267)
3594,FIG|691.12.PEG.3726,ALR18069.1,CP009978.1,PN96_19155,serine/threonine protein kinase,complement(961377..963131)
3595,FIG|691.12.PEG.3727,ALR18070.1,CP009978.1,PN96_19160,MFS transporter,complement(963305..964774)
3596,FIG|691.12.PEG.3730,ALR18072.1,CP009978.1,PN96_19170,nitrite reductase,complement(965226..967766)
3597,FIG|691.12.PEG.3731,ALR18879.1,CP009978.1,PN96_19175,uroporphyrin-III methyltransferase,complement(967810..968619)
3598,FIG|691.12.PEG.3732,ALR18073.1,CP009978.1,PN96_19180,nitrate reductase,969009..971498
3599,FIG|691.12.PEG.3733,ALR18074.1,CP009978.1,PN96_19185,nitrogenase reductase,971735..972616
3600,FIG|691.12.PEG.3734,ALR18075.1,CP009978.1,PN96_19190,nitrogenase molybdenum-iron protein subunit alpha,972672..974138
3601,FIG|691.12.PEG.3735,ALR18076.1,CP009978.1,PN96_19195,nitrogenase molybdenum-iron protein subunit beta,974226..975797
3602,FIG|691.12.PEG.3736,ALR18077.1,CP009978.1,PN96_19200,protein NifT,975923..976141
3603,FIG|691.12.PEG.3737,ALR18078.1,CP009978.1,PN96_19205,dinitrogenase iron-molybdenum cofactor,976155..976844
3604,FIG|691.12.PEG.3738,ALR18079.1,CP009978.1,PN96_19210,hypothetical protein,976837..977136
3605,FIG|691.12.PEG.3739,ALR18080.1,CP009978.1,PN96_19215,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,977286..978704
3606,FIG|691.12.PEG.3740,ALR18081.1,CP009978.1,PN96_19220,nitrogenase molybdenum-cofactor biosynthesis protein NifN,978706..980076
3607,FIG|691.12.PEG.3741,ALR18082.1,CP009978.1,PN96_19225,NifX protein,980073..980552
3608,FIG|691.12.PEG.3742,ALR18880.1,CP009978.1,PN96_19230,ferredoxin,980566..980865
3609,FIG|691.12.PEG.3743,ALR18083.1,CP009978.1,PN96_19235,nitrogen fixation protein NifU,981120..982010
3610,FIG|691.12.PEG.3744,ALR18084.1,CP009978.1,PN96_19240,cysteine desulfurase,982000..983232
3611,FIG|691.12.PEG.3745,ALR18085.1,CP009978.1,PN96_19245,homocitrate synthase,983243..984385
3612,FIG|691.12.PEG.3746,ALR18086.1,CP009978.1,PN96_19250,hypothetical protein,984412..984705
3613,FIG|691.12.PEG.3747,ALR18087.1,CP009978.1,PN96_19255,NifZ family protein,984710..985162
3614,FIG|691.12.PEG.3748,ALR18088.1,CP009978.1,PN96_19260,peptidylprolyl isomerase,985173..986009
3615,FIG|691.12.PEG.3749,ALR18089.1,CP009978.1,PN96_19265,molybdate ABC transporter substrate-binding protein,986014..986763
3616,FIG|691.12.PEG.3750,ALR18090.1,CP009978.1,PN96_19270,molybdenum ABC transporter permease,986787..987455
3617,FIG|691.12.PEG.3751,ALR18881.1,CP009978.1,PN96_19275,molybdenum ABC transporter ATPase,987526..988599
3618,FIG|691.12.PEG.3753,ALR18091.1,CP009978.1,PN96_19280,chemotaxis protein,complement(989013..989912)
3619,FIG|691.12.PEG.3755,ALR18092.1,CP009978.1,PN96_19290,LysR family transcriptional regulator,complement(993544..994452)
3620,FIG|691.12.PEG.3756,ALR18093.1,CP009978.1,PN96_19295,membrane protein,994575..995468
3621,FIG|691.12.PEG.3757,ALR18094.1,CP009978.1,PN96_19300,gluconate kinase,complement(995567..996049)
3622,FIG|691.12.PEG.3758,ALR18882.1,CP009978.1,PN96_19305,C4-dicarboxylate ABC transporter permease,complement(996084..997418)
3623,FIG|691.12.PEG.3759,ALR18095.1,CP009978.1,PN96_19310,C4-dicarboxylate ABC transporter permease,complement(997513..998061)
3624,FIG|691.12.PEG.3760,ALR18096.1,CP009978.1,PN96_19315,C4-dicarboxylate ABC transporter substrate-binding protein,complement(998115..999131)
3625,FIG|691.12.PEG.3761,ALR18097.1,CP009978.1,PN96_19320,leucine export protein LeuE,999415..1000056
3626,FIG|691.12.PEG.3762,ALR18098.1,CP009978.1,PN96_19325,hypothetical protein,1000333..1001544
3627,FIG|691.12.PEG.3763,ALR18099.1,CP009978.1,PN96_19330,hypothetical protein,complement(1001686..1002096)
3628,FIG|691.12.PEG.3764,ALR18100.1,CP009978.1,PN96_19335,cold-shock protein,complement(1002364..1002576)
3629,FIG|691.12.PEG.3765,ALR18101.1,CP009978.1,PN96_19340,nitrogen fixation protein NifQ,complement(1002891..1003415)
3630,FIG|691.12.PEG.3766,ALR18102.1,CP009978.1,PN96_19345,nitrogenase cofactor biosynthesis protein NifB,complement(1003653..1004741)
3631,FIG|691.12.PEG.3767,ALR18103.1,CP009978.1,PN96_19350,ATPase AAA,complement(1005120..1006718)
3632,FIG|691.12.PEG.3768,ALR18104.1,CP009978.1,PN96_19355,nitrogen fixation protein NifL,complement(1006715..1008256)
3633,FIG|691.12.PEG.3769,ALR18105.1,CP009978.1,PN96_19360,electron transporter RnfA,1008552..1009127
3634,FIG|691.12.PEG.3770,ALR18106.1,CP009978.1,PN96_19365,electron transporter RnfB,1009141..1009668
3635,FIG|691.12.PEG.3771,ALR18107.1,CP009978.1,PN96_19370,electron transporter RnfC,1009678..1011255
3636,FIG|691.12.PEG.3772,ALR18108.1,CP009978.1,PN96_19375,RnfABCDGE type electron transport complex subunit D,1011252..1012247
3637,FIG|691.12.PEG.3773,ALR18109.1,CP009978.1,PN96_19380,electron transport complex subunit G,1012250..1012858
3638,FIG|691.12.PEG.3774,ALR18110.1,CP009978.1,PN96_19385,electron transport complex RsxE subunit,1012851..1013531
3639,FIG|691.12.PEG.3775,ALR18111.1,CP009978.1,PN96_19390,protein RnfH,1013534..1013800
3640,FIG|691.12.PEG.3776,ALR18112.1,CP009978.1,PN96_19395,flavodoxin,1013937..1014473
3641,FIG|691.12.PEG.3777,ALR18113.1,CP009978.1,PN96_19400,hypothetical protein,1014897..1015466
3642,FIG|691.12.PEG.3778,ALR18114.1,CP009978.1,PN96_19405,transposase,1015533..1015796
3643,FIG|691.12.PEG.3779,ALR18115.1,CP009978.1,PN96_19410,integrase,1016168..1016665
3644,FIG|691.12.PEG.3780,ALR18117.1,CP009978.1,PN96_19420,multidrug transporter,complement(1018407..1021505)
3645,FIG|691.12.PEG.3782,ALR18883.1,CP009978.1,PN96_19430,hypothetical protein,complement(1022882..1024051)
3646,FIG|691.12.PEG.3783,ALR18118.1,CP009978.1,PN96_19435,hypothetical protein,1024175..1025056
3647,FIG|691.12.PEG.3784,ALR18119.1,CP009978.1,PN96_19440,LysR family transcriptional regulator,complement(1025207..1026091)
3648,FIG|691.12.PEG.3785,ALR18120.1,CP009978.1,PN96_19445,transporter,1026186..1027133
3649,FIG|691.12.PEG.3786,ALR18121.1,CP009978.1,PN96_19450,beta-glucoside bgl operon antiterminator BglG family protein,1027429..1028268
3650,FIG|691.12.PEG.3787,ALR18122.1,CP009978.1,PN96_19455,PTS beta-glucoside transporter subunit IIA,1028373..1030283
3651,FIG|691.12.PEG.3788,ALR18123.1,CP009978.1,PN96_19460,aryl-phospho-beta-D-glucosidase,1030309..1031778
3652,FIG|691.12.PEG.3789,ALR18124.1,CP009978.1,PN96_19465,malate:quinone oxidoreductase,complement(1031966..1033567)
3653,FIG|691.12.PEG.3790,ALR18125.1,CP009978.1,PN96_19470,aspartate ammonia-lyase,complement(1033975..1035408)
3654,FIG|691.12.PEG.3791,ALR18126.1,CP009978.1,PN96_19475,proline:sodium symporter PutP,complement(1035611..1037104)
3655,FIG|691.12.PEG.3792,ALR18127.1,CP009978.1,PN96_19480,hypothetical protein,complement(1037171..1037860)
3656,FIG|691.12.PEG.3793,ALR18884.1,CP009978.1,PN96_19485,pyrroline-5-carboxylate dehydrogenase,complement(1037863..1041009)
3657,FIG|691.12.PEG.3794,ALR18885.1,CP009978.1,PN96_19490,AraC family transcriptional regulator,complement(1041197..1042000)
3658,FIG|691.12.PEG.3797,ALR18128.1,CP009978.1,PN96_19505,hypothetical protein,complement(1044360..1046081)
3659,FIG|691.12.PEG.3798,ALR18129.1,CP009978.1,PN96_19510,aminotransferase,complement(1046555..1047895)
3660,FIG|691.12.PEG.3799,ALR18130.1,CP009978.1,PN96_19515,LysR family transcriptional regulator,complement(1048006..1048842)
3661,FIG|691.12.PEG.3800,ALR18131.1,CP009978.1,PN96_19520,aldehyde dehydrogenase,1049005..1050549
3662,FIG|691.12.PEG.3801,ALR18132.1,CP009978.1,PN96_19525,succinyldiaminopimelate aminotransferase,1050732..1051526
3663,FIG|691.12.PEG.3802,ALR18133.1,CP009978.1,PN96_19530,hypothetical protein,complement(1051601..1053949)
3664,FIG|691.12.PEG.3803,ALR18134.1,CP009978.1,PN96_19535,hypothetical protein,complement(1053963..1054745)
3665,FIG|691.12.PEG.3804,ALR18135.1,CP009978.1,PN96_19540,transcriptional regulatory protein AruR,complement(1054757..1055485)
3666,FIG|691.12.PEG.3805,ALR18886.1,CP009978.1,PN96_19545,hypothetical protein,1056138..1057439
3667,FIG|691.12.PEG.3806,ALR18136.1,CP009978.1,PN96_19550,sodium:proton antiporter,1057474..1058991
3668,FIG|691.12.PEG.3807,ALR18137.1,CP009978.1,PN96_19555,hypothetical protein,1059058..1060353
3669,FIG|691.12.PEG.3808,ALR18138.1,CP009978.1,PN96_19560,GntR family transcriptional regulator,complement(1060528..1061205)
3670,FIG|691.12.PEG.3809,ALR18139.1,CP009978.1,PN96_19565,hydroxyproline-2-epimerase,complement(1061247..1062248)
3671,FIG|691.12.PEG.3810,ALR18140.1,CP009978.1,PN96_19570,FAD-dependent oxidoreductase,1062432..1063682
3672,FIG|691.12.PEG.3811,ALR18141.1,CP009978.1,PN96_19575,antiporter,1063844..1065289
3673,FIG|691.12.PEG.3812,ALR18142.1,CP009978.1,PN96_19580,dihydrodipicolinate synthase,1065400..1066275
3674,FIG|691.12.PEG.3813,ALR18143.1,CP009978.1,PN96_19585,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,1066286..1067782
3675,FIG|691.12.PEG.3814,ALR18144.1,CP009978.1,PN96_19590,major facilitator transporter,complement(1067994..1069196)
3676,FIG|691.12.PEG.3815,ALR18145.1,CP009978.1,PN96_19595,membrane protein,complement(1069432..1070358)
3677,FIG|691.12.PEG.3816,ALR18887.1,CP009978.1,PN96_19600,AraC family transcriptional regulator,1070468..1071247
3678,FIG|691.12.PEG.3817,ALR18146.1,CP009978.1,PN96_19605,AsnC family transcriptional regulator,complement(1071290..1071772)
3679,FIG|691.12.PEG.3818,ALR18147.1,CP009978.1,PN96_19610,2-isopropylmalate synthase,1071996..1073660
3680,FIG|691.12.PEG.3819,ALR18148.1,CP009978.1,PN96_19615,hypothetical protein,1074094..1074858
3681,FIG|691.12.PEG.3820,ALR18149.1,CP009978.1,PN96_19620,hypothetical protein,1075393..1075695
3682,FIG|691.12.PEG.3821,ALR18150.1,CP009978.1,PN96_19625,membrane protein,complement(1076075..1076956)
3683,FIG|691.12.PEG.3822,ALR18888.1,CP009978.1,PN96_19630,MerR family transcriptional regulator,1077279..1077716
3684,FIG|691.12.PEG.3823,ALR18151.1,CP009978.1,PN96_19635,integrase,complement(1078461..1079639)
3685,FIG|691.12.PEG.3824,ALR18152.1,CP009978.1,PN96_19640,hypothetical protein,complement(1079653..1079865)
3686,FIG|691.12.PEG.3825,ALR18154.1,CP009978.1,PN96_19655,hypothetical protein,1080894..1081412
3687,FIG|691.12.PEG.3826,ALR18155.1,CP009978.1,PN96_19660,hypothetical protein,complement(1081483..1081806)
3688,FIG|691.12.PEG.3829,ALR18157.1,CP009978.1,PN96_19670,peptidase,complement(1082713..1083360)
3689,FIG|691.12.PEG.3830,ALR18158.1,CP009978.1,PN96_19675,NTP pyrophosphohydrolase,1083821..1084222
3690,FIG|691.12.PEG.3831,ALR18159.1,CP009978.1,PN96_19680,diguanylate phosphodiesterase,complement(1084676..1087048)
3691,FIG|691.12.PEG.3832,ALR18160.1,CP009978.1,PN96_19685,D-ribose pyranase,1087525..1087944
3692,FIG|691.12.PEG.3833,ALR18161.1,CP009978.1,PN96_19690,sugar ABC transporter ATP-binding protein,1087968..1089473
3693,FIG|691.12.PEG.3834,ALR18162.1,CP009978.1,PN96_19695,ribose ABC transporter permease,1089470..1090453
3694,FIG|691.12.PEG.3835,ALR18163.1,CP009978.1,PN96_19700,D-ribose transporter subunit RbsB,1090533..1091411
3695,FIG|691.12.PEG.3836,ALR18164.1,CP009978.1,PN96_19705,ribokinase,1091601..1092524
3696,FIG|691.12.PEG.3837,ALR18165.1,CP009978.1,PN96_19710,transcriptional regulator,1092537..1093544
3697,FIG|691.12.PEG.3839,ALR18166.1,CP009978.1,PN96_19715,MerR family transcriptional regulator,complement(1094058..1094444)
3698,FIG|691.12.PEG.3840,ALR18167.1,CP009978.1,PN96_19720,membrane protein,complement(1094757..1095008)
3699,FIG|691.12.PEG.3842,ALR18168.1,CP009978.1,PN96_19725,membrane protein,complement(1096359..1098512)
3700,FIG|691.12.PEG.3843,ALR18169.1,CP009978.1,PN96_19730,DNA helicase IV,1098901..1100970
3701,FIG|691.12.PEG.3844,ALR18170.1,CP009978.1,PN96_19735,methylglyoxal synthase,complement(1101048..1101503)
3702,FIG|691.12.PEG.3845,ALR18171.1,CP009978.1,PN96_19740,TMAO reductase,complement(1101575..1102579)
3703,FIG|691.12.PEG.3846,ALR18172.1,CP009978.1,PN96_19745,chemotaxis protein CheY,1102741..1105692
3704,FIG|691.12.PEG.3847,ALR18173.1,CP009978.1,PN96_19750,hypothetical protein,complement(1105740..1105931)
3705,FIG|691.12.PEG.3848,ALR18174.1,CP009978.1,PN96_19755,9-hexadecenoic acid cis-trans isomerase,complement(1105950..1108310)
3706,FIG|691.12.PEG.3850,ALR18175.1,CP009978.1,PN96_19765,arylsulfatase,1109631..1111148
3707,FIG|691.12.PEG.3851,ALR18176.1,CP009978.1,PN96_19770,sulfatase maturase,1111251..1112543
3708,FIG|691.12.PEG.3852,ALR18177.1,CP009978.1,PN96_19775,ATPase AAA,1112553..1113536
3709,FIG|691.12.PEG.3853,ALR18178.1,CP009978.1,PN96_19780,MoxR protein,1113548..1114510
3710,FIG|691.12.PEG.3854,ALR18179.1,CP009978.1,PN96_19785,hypothetical protein,1114511..1115053
3711,FIG|691.12.PEG.3855,ALR18180.1,CP009978.1,PN96_19790,aerotolerance regulator BatA,1115046..1116128
3712,FIG|691.12.PEG.3856,ALR18181.1,CP009978.1,PN96_19795,TPR domain protein,1116121..1117851
3713,FIG|691.12.PEG.3857,ALR18182.1,CP009978.1,PN96_19800,hypothetical protein,1117848..1119152
3714,FIG|691.12.PEG.3858,ALR18183.1,CP009978.1,PN96_19805,hypothetical protein,1119203..1119628
3715,FIG|691.12.PEG.3859,ALR18184.1,CP009978.1,PN96_19810,lipid kinase,1119738..1120643
3716,FIG|691.12.PEG.3860,ALR18185.1,CP009978.1,PN96_19815,nuclease,complement(1120661..1122283)
3717,FIG|691.12.PEG.3861,ALR18186.1,CP009978.1,PN96_19820,oxalate:formate antiporter,complement(1122365..1123597)
3718,FIG|691.12.PEG.3863,ALR18187.1,CP009978.1,PN96_19825,NADH:ubiquinone oxidoreductase,1124220..1124576
3719,FIG|691.12.PEG.3864,ALR18188.1,CP009978.1,PN96_19830,Zn-dependent protease,complement(1124660..1126516)
3720,FIG|691.12.PEG.3865,ALR18189.1,CP009978.1,PN96_19835,LemA family protein,complement(1126516..1127106)
3721,FIG|691.12.PEG.3866,ALR18190.1,CP009978.1,PN96_19840,C4-dicarboxylate transporter,complement(1127359..1128726)
3722,FIG|691.12.PEG.3867,ALR18191.1,CP009978.1,PN96_19845,acyl-CoA desaturase,complement(1129085..1130209)
3723,FIG|691.12.PEG.3868,ALR18192.1,CP009978.1,PN96_19850,histone acetyltransferase,1130481..1131029
3724,FIG|691.12.PEG.3869,ALR18889.1,CP009978.1,PN96_19855,chemotaxis protein CheY,1131239..1133293
3725,FIG|691.12.PEG.3870,ALR18193.1,CP009978.1,PN96_19860,GTPase,complement(1133508..1134452)
3726,FIG|691.12.PEG.3871,ALR18194.1,CP009978.1,PN96_19865,histidine kinase,1134922..1138602
3727,FIG|691.12.PEG.3872,ALR18195.1,CP009978.1,PN96_19870,diguanylate phosphodiesterase,1138586..1139740
3728,FIG|691.12.PEG.3873,ALR18196.1,CP009978.1,PN96_19875,regulator,1139744..1140355
3729,FIG|691.12.PEG.3874,ALR18890.1,CP009978.1,PN96_19880,diguanylate cyclase,1140358..1141719
3730,FIG|691.12.PEG.3875,ALR18197.1,CP009978.1,PN96_19885,transcriptional regulator,1141900..1142787
3731,FIG|691.12.PEG.3876,ALR18198.1,CP009978.1,PN96_19890,regulator,complement(1142784..1143392)
3732,FIG|691.12.PEG.3877,ALR18199.1,CP009978.1,PN96_19895,hypothetical protein,1143746..1144126
3733,FIG|691.12.PEG.3878,ALR18200.1,CP009978.1,PN96_19900,chemotaxis protein CheY,complement(1144181..1145809)
3734,FIG|691.12.PEG.3879,ALR18201.1,CP009978.1,PN96_19905,hypothetical protein,complement(1145872..1146186)
3735,FIG|691.12.PEG.3880,ALR18202.1,CP009978.1,PN96_19910,permease,1146642..1147364
3736,FIG|691.12.PEG.3881,ALR18203.1,CP009978.1,PN96_19915,membrane protein,1147428..1147814
3737,FIG|691.12.PEG.3882,ALR18204.1,CP009978.1,PN96_19920,membrane protein,complement(1147867..1148772)
3738,FIG|691.12.PEG.3883,ALR18205.1,CP009978.1,PN96_19925,DNA mismatch repair protein MutT,1148967..1149422
3739,FIG|691.12.PEG.3884,ALR18206.1,CP009978.1,PN96_19930,ribosomal-protein-serine acetyltransferase,1149432..1149980
3740,FIG|691.12.PEG.3885,ALR18207.1,CP009978.1,PN96_19935,2-oxoglutarate translocator,complement(1150045..1151448)
3741,FIG|691.12.PEG.3886,ALR18209.1,CP009978.1,PN96_19945,histidine kinase,1151723..1153297
3742,FIG|691.12.PEG.3887,ALR18210.1,CP009978.1,PN96_19950,chemotaxis protein CheY,1153294..1153986
3743,FIG|691.12.PEG.3888,ALR18211.1,CP009978.1,PN96_19955,prolyl-tRNA synthetase,complement(1154056..1154535)
3744,FIG|691.12.PEG.3889,ALR18212.1,CP009978.1,PN96_19960,glutamate synthase,1154688..1156235
3745,FIG|691.12.PEG.3890,ALR18213.1,CP009978.1,PN96_19965,peroxidase,1156423..1158594
3746,FIG|691.12.PEG.3891,ALR18891.1,CP009978.1,PN96_19970,nitrogen fixation protein NifW,1158793..1159068
3747,FIG|691.12.PEG.3892,ALR18214.1,CP009978.1,PN96_19975,thioesterase,1159183..1159608
3748,FIG|691.12.PEG.3893,ALR18215.1,CP009978.1,PN96_19980,nucleotide pyrophosphohydrolase,1159652..1160041
3749,FIG|691.12.PEG.3894,ALR18216.1,CP009978.1,PN96_19985,hypothetical protein,1160154..1160405
3750,FIG|691.12.PEG.3895,ALR18217.1,CP009978.1,PN96_19990,C4-dicarboxylate ABC transporter,complement(1160503..1161888)
3751,FIG|691.12.PEG.3896,ALR18218.1,CP009978.1,PN96_19995,C4-dicarboxylate ABC transporter,complement(1161875..1162417)
3752,FIG|691.12.PEG.3897,ALR18219.1,CP009978.1,PN96_20000,C4-dicarboxylate ABC transporter,complement(1162471..1163544)
3753,FIG|691.12.PEG.3898,ALR18220.1,CP009978.1,PN96_20005,histidine kinase,1163755..1165140
3754,FIG|691.12.PEG.3899,ALR18221.1,CP009978.1,PN96_20010,LuxR family transcriptional regulator,1165137..1165766
3755,FIG|691.12.PEG.3900,ALR18222.1,CP009978.1,PN96_20015,transcriptional regulator,1165766..1166704
3756,FIG|691.12.PEG.3901,ALR18223.1,CP009978.1,PN96_20020,3-oxoacid CoA-transferase,1166800..1168365
3757,FIG|691.12.PEG.3902,ALR18224.1,CP009978.1,PN96_20025,short-chain dehydrogenase,1168406..1169140
3758,FIG|691.12.PEG.3903,ALR18225.1,CP009978.1,PN96_20030,DNA-binding protein,1169504..1170319
3759,FIG|691.12.PEG.3904,ALR18226.1,CP009978.1,PN96_20035,amino acid ABC transporter substrate-binding protein,1170692..1171483
3760,FIG|691.12.PEG.3905,ALR18227.1,CP009978.1,PN96_20040,polar amino acid ABC transporter permease,1171496..1172164
3761,FIG|691.12.PEG.3906,ALR18228.1,CP009978.1,PN96_20045,amino acid ABC transporter permease,1172177..1172827
3762,FIG|691.12.PEG.3907,ALR18229.1,CP009978.1,PN96_20050,amino acid ABC transporter ATP-binding protein,1172814..1173542
3763,FIG|691.12.PEG.3908,ALR18230.1,CP009978.1,PN96_20055,ABC transporter substrate-binding protein,1174247..1175839
3764,FIG|691.12.PEG.3909,ALR18231.1,CP009978.1,PN96_20060,ABC transporter permease,1175839..1176777
3765,FIG|691.12.PEG.3910,ALR18232.1,CP009978.1,PN96_20065,ABC transporter permease,1176774..1177583
3766,FIG|691.12.PEG.3911,ALR18233.1,CP009978.1,PN96_20070,ABC transporter ATP-binding protein,1177558..1178943
3767,FIG|691.12.PEG.3912,ALR18892.1,CP009978.1,PN96_20075,acyl-homoserine-lactone acylase,complement(1179014..1181488)
3768,FIG|691.12.PEG.3913,ALR18234.1,CP009978.1,PN96_20080,membrane protein,1181861..1183615
3769,FIG|691.12.PEG.3914,ALR18235.1,CP009978.1,PN96_20085,hypothetical protein,1183853..1184116
3770,FIG|691.12.PEG.3915,ALR18236.1,CP009978.1,PN96_20090,histidine kinase,1184281..1185714
3771,FIG|691.12.PEG.3916,ALR18237.1,CP009978.1,PN96_20095,transcriptional regulator,1185760..1186434
3772,FIG|691.12.PEG.3917,ALR18238.1,CP009978.1,PN96_20100,hypothetical protein,1186609..1187169
3773,FIG|691.12.PEG.3918,ALR18239.1,CP009978.1,PN96_20105,MarR family transcriptional regulator,complement(1187235..1187669)
3774,FIG|691.12.PEG.3919,ALR18240.1,CP009978.1,PN96_20110,NADP-dependent oxidoreductase,1187911..1188906
3775,FIG|691.12.PEG.3920,ALR18241.1,CP009978.1,PN96_20115,exonuclease SbcD,1189144..1190277
3776,FIG|691.12.PEG.3921,ALR18242.1,CP009978.1,PN96_20120,exonuclease SbcC,1190287..1193343
3777,FIG|691.12.PEG.3922,ALR18243.1,CP009978.1,PN96_20125,hypothetical protein,1193662..1194240
3778,FIG|691.12.PEG.3923,ALR18244.1,CP009978.1,PN96_20130,amidase,1194281..1194976
3779,FIG|691.12.PEG.3924,ALR18245.1,CP009978.1,PN96_20135,hypothetical protein,1194979..1195545
3780,FIG|691.12.PEG.3925,ALR18246.1,CP009978.1,PN96_20140,HxlR family transcriptional regulator,complement(1195632..1196036)
3781,FIG|691.12.PEG.3926,ALR18247.1,CP009978.1,PN96_20145,quinone oxidoreductase,1196168..1197019
